biblioid,report_abstract,date
142,"This report discloses the results of archaeological surveys carried out the Nueva Vista Site, Williamsburg, Brooklyn. This survey assesses the potential that 140 Johnson Avenue contains prehistoric and historic resources. The survey implemented multiple field testing strategies in effort to acquire information about the area’s historic and prehistoric landscape a visual inspection, stratgraphic control tests, mechanical excavation, and site recordation. The report consults various cartographic sources, and documents excavations carried out at the site. The survey concludes that the site was disturbed.",1997
213,The following report is an assessment of archaeological and historical sensitivity of 99-103 and 135-137 Taaffe Place within the Clinton Hill neighborhood of Brooklyn. This survey conducts a literature review on prehistoric and historic resources located within the project area. This survey determined that there is a low probability for the preservation of evidence relating to prehistoric or historic development of this site and recommends no further archaeological testing at the site.,1994
5,"This report is Volume II of a six volume study on excavations conducted  between Worth and Pearl Streets in Lower Manhattan; in the 19th century the block formed part of the notorious slum known as Five Points. Volume II is a collection of scholarly papers exploring what the excavated artifacts can tell us about the daily lives and relationships of the people who called Five Points home. The papers address topics like the rise of Tammany Hall in local politics, medicine in 19th century slums, and Block 160's brothels.",2000
67,"Project at the New York Botanical Gardens located in Bronx Park. Report on a survey of the gardens and grounds to identify areas and buildings that may be historically and/or archaeologically significant in advance of construction projects. Included in the report are overviews of the prehistory and history of the NYBG. Some areas that were identified as particularly significant are the Stone Snuff Mill built in 1840, the Lorillard Stone Cottage built in 1851, and several ""Bronx River Prehistoric Zones"" where it is likely that prehistoric deposits would be found.",1993
153,"The following report conveys plans to commence archeological testing on burial sites located in Canarsie, Brooklyn, New York. It proposes to utilize remote-sensing techniques to locate grave sites located on Block 8218, Lot 26. Prior assessment of archaeological resources at the site revealed that the site contains graves from the mid 19th century onwards.",1987
54,"Report on archaeological testing conducted on the area between West 203rd Street, Johnson Ave, and Irwin Ave in the Bronx for the Tibbet Gardens Project. Combining their results with those of previous studies of the project area, researchers were able to reconstruct the prehistoric environment and geography of the area. The reconstruction leads them to assert that the environment of the Tibbet Gardens matched those favored by prehistoric groups in New York.",1987
229,"The following report is a preliminary assessment of archaeological and historical sensitivity in Coney Island, Brooklyn. This survey conducts a literature review of prehistoric and historic resources located at the site of the proposed Steeplechase Amusement Park.  The survey utilizes cartographic and published information to determine the presence or absence of historic resources on-site. This survey determined that there is a low potential for the preservation of prehistoric artifacts and does not recommend further archaeological examinations.",1989
169,"Project in the former Brooklyn Navy Yard in the Wallabout area of Brooklyn.  This site was once a cemetery, and so ground-penetrating radar was used to search for any remaining burials.  The test found several anomalies, which were then hand-excavated, and revealed a potentially intact burial and several burial shafts with coffin remains and human bone fragments. The testing found that the GPR can locate intact burials and burial shafts, but cannot distinguish between the two, and also found that some burials are shallower than originally expected.",1997
177,"The following report is an assessment of archaeological sensitivity in the neighborhood of Williamsburg, Brooklyn. This survey conducts a literature review on historic and prehistoric resources located within the Southside Urban Renewal Project Area. This study concludes that sections of the project area have a moderate to high potential to contain preserved historic resources.",1997
35,"This report examines research conducted on the area between Highbridge Yard and the Harlem River Yard east of the Harlem River in South Bronx. Based on the history of construction in the area, researchers conclude that while it is unlikely future excavations would yield any prehistoric material there is a strong possibility that remnants of late-19th century commercial buildings could be found in the project area, particularly parts of The J. L. Mott Iron Works complex. Archaeological testing is recommended.",1981
211,"The following report is an assessment of archaeological and historical sensitivity at the Old Gravesend Cemetery, Brooklyn. This survey conducts a literature review on prehistoric and historic contexts of the cemetery to determine whether graves extended beyond the burial grounds fences. This survey determined that there is a low probability for the preservation of prehistoric resources at the site, however the study was able to determine that graves from the historic period extend are likely to extend beyond the fence line bordering Village Road, and recommends further archaeological testing at the site.",2000
92,"Report on the Hunt's Point Access project area extending from the corner of Garrison Avenue and Edgewater Road to the corner of Boone Avenue and Freeman street. The report explores the present condition, prehistory, and history of the site to determine whether historically significant deposits could have been preserved within the project area. Archaeological testing, though, showed the site to be too heavily disturbed by modern activity to yield any significant artifacts and no further testing was recommended.",1987
135,"This report assesses the potential for archaeological sensitivity within the Bridge Plaza section of Brooklyn, New York. This study was conducted as part a proposed rezoning of the Bridge Plaza. This survey reveals information about the various construction episodes at the site throughout the 19th century and early 20th century. This report also provides a historical overview of the project area during the 17th and 18th centuries and a detailed account of housing developments, early occupants during the 19th century. The survey concludes that within the project area there is a high potential for privy and cistern remains.",2002
134,"Rezoning project by Front and Jay Streets in Brooklyn.  Three of the lots are sensitive for intact 19th century historic domestic features, such as privies and cisterns. The names and professions of inhabitants from these lots are well-recorded, and these people were working class people, characteristic of the neighborhood, whose lives were not documented in history books.",2001
164,"The following report documents the second phase of archaeological testing carried out in the Saratoga Square Urban Renewal Area, located in Bedford Stuyvesant, Brooklyn, New York. This report disseminates information on archaeological excavations carried out in accordance with recommendations and conclusions reached through earlier environmental and historic review. The second phase of excavations which carried out along McDougal, Sumpter, and Thomas Boyland Street were not able to reveal evidence of similar archaeological features located during the first phase of excavations at the site.",1994
42,"Project at the Frances Shervier Home and Hospital in Riverdale, Bronx between Independence Avenue, Henry Hudson Park, Palisade Avenue, West 231st. Report on further archaeological excavations of the previously identified Revolutionary Fort I built in 1776. While researchers were unable to find any archaeological evidence of how the British occupation from 1777-1781 impacted the site, they were able to identify the architectural properties of the Fort including the construction techniques that were used.",1997
117,"Report for New York State's resource planning protection program to emphasize the importance of studying 19th century New York City. 15 historical archaeologists contributed sections on each of the five boroughs, describing changes in settlement patterns and land use and the industrialization of New York.",1983
150,"This is an evaluation of potential archaeological resources within sections of Fort Greene, Brooklyn, New York. This survey examines the potential for evidence for Block 2030, Lots 40 & 41 located at 30-32 Carlton Avenue to contain prehistoric and historic resources. This survey utilizes cartographic and atlas information to assess sensitivity within the project area. This report reveals that there is a moderate potential for prehistoric remains within the project area and that there is a low potential for significant archaeological resources within the project area.",2004
224,The following report is an assessment of archaeological and historical sensitivity within the Williamsburg neighborhood of Brooklyn. This survey conducts a literature review on historic resources located on Lots 41-42 of Block  2827.  The survey utilizes cartographic and archival information to determine the presence or absence of historic resources within sections of the site. This survey determined that there are no significant archaeological or historic resources located on the site and does not recommend further archaeological examination.,1988    .
96,"Project on the parade grounds of Van Cortlandt Park in the Bronx. Report documents archaeological testing conducted on the project area and provides a summary of the area's history and prehistory. While research showed that the parade grounds area of the park have been used continuously since the Late Woodland period, no intact archaeological deposits from any period were found. No further archaeological testing is recommended.",1993
52,"Project at the Bartow-Pell Estates in Pelham Bay Park, Bronx. Excavations were centered around the Carriage House in an effort to learn more about the history of the site prior to its purchase by the city in 1888. While the deposits at the site were too disturbed to give any substantial evidence about the site's function and history, archaeologists were able to identify a portion of the driveway previously thought to be a stone wall and the exact parameters of the Carriage House cellar.",1985
136,"This report assesses the potential for significant archaeological resources within the Caribe Village Site located in Williamsburg, Brooklyn, New York. This survey comprises of a field reconnaissance level to identify historic resources and structures on site. Trench excavations at the site also identified historic deposits, artifact remains, and masonry features indicative of evidence that may contribute to our overall understanding of resident lifeways during the 19th century.",1994
80,"Project at St. Raymond's Cemetery between St. Raymond's Church and the Hutchinson River Expressway in the Bronx. Report assess the project area's archaeological potential based on a short history of the Bronx and the St. Raymond's Cemetery site. Archaeological testing is recommended to check for prehistoric and historic deposits, especially those associated with the 18th century Ferris family farmstead.",1993
203,The following report documents the results of archaeological testing carried out in the Clinton Hill neighborhood of Brooklyn. This survey conducted archaeological testing in order to examine buried deposits for the presence or absence of archaeological resources in areas at the Shaft 21B Project area of the New York City Water Tunnel site. This survey was able to demonstrate that the houses at 909 and 911 located on Kent Avenue were constructed with cisterns which had secondary uses after these houses were connected to sewers. This report provides substantial information on the cultural activities and material culture associated with 19th century households.,1994
160,"Project on the Bishop Mugavero Geriatric Center between Hoyts, Dean, and Pacific streets in Boerum Hill, Brooklyn. The report details the finds from archaeological excavations of the site's 19th century privies and cisterns.  The majority of the finds were household materials that give researchers a glimpse of the everyday lives of white collar, middle class families of Brooklyn at the time. Photographs and plans are included in the report with special emphasis placed on the extensive collection of recovered ceramics.",1992
236,The following report is an assessment of archaeological and historical sensitivity in the Flatlands neighborhood of Brooklyn. This survey conducts a literature review of prehistoric and historic resources located at the site of a proposed water quality facility.  The survey utilizes cartographic and published information to determine the presence or absence of historic resources on-site. This survey determined that there is a high potential for the preservation of prehistoric deposits beneath fill layers and a low potential for historic deposits. However this report does not recommend further archaeological examination.,1993
202,The following report is an assessment of archaeological sensitivity in the Marine Park neighborhood of Brooklyn. This survey consults archival and cartographic information in order to evaluate the potential for prehistoric and historic resources located in the Hendrickson Street Rezoning project area. This survey determined that there is moderate potential for remnants of prehistoric occupation and a low potential for historic resources at the site. The report recommends that future archaeological testing be implemented upon future development.,1994
17,"This report is Volume V of a six volume study of excavations conducted between Worth and Pearl Streets in Lower Manhattan. In the 19th century, the excavation area was part of the infamous slum known as Five Points. This volume of the report details the conservation techniques used to protect and analyze the recovered artifacts.",2000
84,"Project on the Van Cortlandt Mansion in Van Cortlandt Park, Bronx. Excavations of the east yard and the garden area to the west of the mansion revealed a number of historic period artifacts. While the dating of the artifacts did correlate with the earliest occupation of the mansion, the deposits of objects was too disturbed to provide any further information about the history of the site. No further archaeological testing recommended.",1987
